gene
Defa17
Defa21
Defa22
Defa24
Defa26
Defa3
Derl3
Dgkeos
Dhrs1
Dlgap2
Dlk1
Dmbt1
Dnase1
Dock3
Dpep1
Dpp4
Dpysl3
Dubr
Duoxa2
Dusp4
Dynll1
Efcab1
Efcab12
Ehd2
Elavl3
Elavl4
Enpep
Enpp3
Ephx2
Ern2
Espn
Ethe1
Etv1
Eya2
Fabp1
Fabp12
Fabp2
Fabp3
Fabp5
Fabp6
Fam102b
Fam105a
Fam151a
Fam183b
Fam184b
Fam19a1
Fam209
Fam213a
Fam221a
Fbxw13
Fcgbp
Fcho1
Fcnaos
Fer1l6
Fev
Ffar1
Ffar2
Ffar3
Ffar4
Fgb
Fgd2
Fgf15
Fgfbp1
Fhl1
Fjx1
Fkbp11
Flcn
Fmnl3
Fmr1nb
Folr1
Fos
Fosb
Foxa2
Fsip1
Fut2
Fxyd2
Fxyd3
Fxyd6
Fyb
Gadd45a
Gadd45g
Gal
Galnt12
Galnt3
Gatm
Gatsl3
Gbp8
Gcg
Gch1
Gchfr
Gck
Gcnt1
Gda
Gde1
Gdf3
Gfi1b
Gfra3
Ggt1
Ggt6
Ggt7
Ghrl
Gip
Gkn3
Gltpd2
Gm10104
Gm10614
Gm11549
Gm11992
Gm12298
Gm12525
Gm13074
Gm13373
Gm13412
Gm14851
Gm14964
Gm15200
Gm15261
Gm15284
Gm15292
Gm15293
Gm15299
Gm15315
Gm15325
Gm15401
Gm15440
Gm15834
Gm15867
Gm16143
Gm16192
Gm16302
Gm16386
Gm166
Gm17171
Gm17399
Gm26520
Gm26660
Gm26717
Gm26801
Gm26894
Gm26981
Gm28151
Gm29107
Gm35986
Gm37233
Gm37915
Gm38393
Gm42637
Gm42722
Gm42957
Gm43194
Gm43714
Gm43861
Gm4952
Gm5113
Gm6696
Gm7221
Gm766
Gm8113
Gm8579
Gm8773
Gnb3
Gng13
Gng4
Gp9
Gpr119
Gprin1
Gpt
Gpx3
Gramd1a
Grik4
Gsdma2
Gsdmc2
Gsdmc3
Gsdmc4
Gsdmd
Gsta1
Gsta4
Gstk1
Gstm1
Gstm3
Gstm6
Gsto2
Gstt1
Guca2a
Guca2b
H2.Aa
H2.Ab1
H2.Eb1
H2.M2
H2.Q2
H2afx
H3f3aos
Hbegf
Hck
Hepacam2
Hgfac
Hhex
Hist1h1c
Hist1h2ad
Hist1h2bc
Hk1os
Hmgb2
Hmgcs2
Hmgn3
Hmx2
Hook3
Hotairm1
Hoxa5
Hoxb2
Hoxb3os
Hoxb9
Hpd
Hpgds
Hs3st3b1
Hsd11b2
Hsd17b2
Hsd17b6
Hspa1a
Hspb1
Iapp
Ica1
Id4
Ido1
Ifi27l2a
Ifi27l2b
Ifit1
Ifit1bl1
Ifit3
Ifitm3
Ift57
Igfbp3
Igfbp7
Igtp
Iigp1
Il13ra1
Il18
Il25
Inpp4b
Inpp5d
Insc
Insm1
Insrr
Irf7
Irx3
Isg15
Isl1
Itga9
Itln1
Itpr2
Iyd
Jph4
Kcnc1
Kcne3
Kcnj15
Kcnk7
Kcnma1
Kctd12
Kdelr3
Khk
Klf4
Klhl10
Klk1
Kndc1
Knstrn
Krt18
Krt19
Krt20
Krt23
Lbh
Lcn2
Lct
Ldhb
Leap2
Lect2
Lef1
Lgals3
Lig3
Limd2
Lmo3
Lmx1a
Lrg1
Lrmp
Lrrc26
Lrrc39
Lrrtm3
Ltc4s
Ly6a
Ly6c1
Ly6g6d
Ly6g6f
Lypd8
Lyz1
Maged2
Maoa
Map1b
Map3k3
Marcksl1
Matk
Mbl2
Mdk
Meg3
Meis2
Mep1a
Mep1b
Mettl24
Mgat4c
Miat
Mlip
Mmp7
Mogat2
Mpp1
Mptx1
Mptx2
Ms4a10
Ms4a18
Ms4a8a
Mss51
Msx1
Mt1
Mt2
Mt3
Muc2
Muc3
Mxd1
Myl7
Myl9
Naaladl1
Nap1l5
Nat8
Ncf4
Nebl
Necab3
Nefl
Neurod1
Neurod2
Neurog3
Ngfrap1
Nim1k
Nipal1
Nkx2.2
Nnat
Nos2
Nos3
Notum
Npc1l1
Npl
Nppc
Nptx2
Nr4a1
Nrep
Nrgn
Nt5e
Nts
Nudt10
Numbl
Nupr1
Nusap1
Nxpe2
Ocm
Olfm1
Olfml3
Olfr558
Ooep
Orc5
Otop3
Pabpc1l
Pak3
Pank4
Papss2
Paqr9
Pate4
Pawr
Pax4
Pax6
Pbk
Pccb
Pcdhb17
Pck1
Pcp4
Pcp4l1
Pcsk1n
Pdia5
Pdzk1
Pea15a
Pear1
Peg3
Pepd
Pgc
Phf19
Phlda1
Pik3cg
Pik3r5
Piwil2
Pkhd1
Pkib
Pla2g10
Pla2g4c
Pla2g7
Plb1
Plcd3
Plcg2
Plekhb1
Plet1
Plk1
Plk2
Pls1
Pmp22
Pnliprp2
Pnmal1
Podn
Polm
Pou2f3
Ppef2
Ppm1n
Ppp1r14c
Ppp1r3f
Prap1
Prdm13
Prnp
Prodh2
Prrx2
Prss30
Prss53
Pstpip1
Ptgdr2
Ptgs1
Ptpn12
Ptpn18
Ptpn6
Ptprcap
Ptpro
Pus10
Pwwp2a
Pygl
Pyy
Pzp
Qpct
Qsox1
R3hdml
Rab11fip4
Rab38
Rab3b
Rab3c
Rac2
Ramp1
Rap1gapos
Rasd2
Rasgrf1
Rasgrp2
Rbm38
Rbm41
Rbp1
Rbp2
Rbp4
Rbp7
Rbpms
Rccd1
Rdh7
Reep5
Reg1
Reg3a
Reg3g
Reg4
Rep15
Resp18
Retnlb
Rfc4
Rgcc
Rgs13
Rgs2
Rgs4
Rhoc
Ripply3
Rmdn2
Rnase1
Rnase4
Rnf150
Ropn1l
RP23.435E16.1
Rpl39
Rprml
Rptoros
Rrm2
Rsad2
Rsrc1
Rtp4
Rundc3a
S100a1
S100a11
S100a13
S100a14
S100a6
S100g
Saa1
Scarb1
Scd2
Scg2
Scg3
Scg5
Scgn
Scin
Scn3a
Sct
Sdc3
Sectm1b
Selm
Sepp1
Sept4
Serac1
Serpina1a
Serpina1b
Serpina1c
Serpina1d
Serpina1e
Serpinb1a
Serpinf2
Serpini1
Sfrp2
Sgca
Sgk1
Sh2d6
Sh2d7
Sh3bgrl3
Shh
Siglecf
Sis
Skap1
Skap2
Slc10a2
Slc12a8
Slc13a1
Slc13a2
Slc13a5
Slc15a1
Slc17a3
Slc18a2
Slc25a4
Slc25a45
Slc26a6
Slc27a4
Slc28a2
Slc2a2
Slc34a2
Slc38a11
Slc39a2
Slc40a1
Slc43a2
Slc45a3
Slc46a1
Slc51a
Slc51b
Slc5a1
Slc5a10
Slc5a4b
Slc5a5
Slc5a9
Slc6a1
Slc6a19
Slc6a8
Slc7a15
Slc7a9
Slc9a3r1
Slfn8
Smc2
Smc4
Smim14.1
Smim24
Smim5
Smim6
Smpx
Snrnp25
Snx32
Socs7
Sox4
Sox5
Sox9
Spag17
Spag6l
Spc24
Spc25
Spdef
Sphkap
Spib
Spink1
Spink4
Sprr1a
Sprr2a3
Sptssb
Srpx2
Ssbp2
Sst
St3gal4
St6galnac6
St8sia3
Steap4
Stim1
Stmn1
Sucnr1
Sult1b1
Sult1d1
Sult2b1
Suox
Sval1
Syt12
Tac1
Tagln
Tat
Tbc1d19
Tbc1d22bos
Tbc1d23
Tbx3os1
Tdrd12
Tekt5
Tex36
Tff2
Tff3
Th
Themis3
Timp2
Tk1
Tm4sf4
Tmem108
Tmem116
Tmem121
Tmem140
Tmem141
Tmem158
Tmem163
Tmem176a
Tmem176b
Tmem178
Tmem210
Tmem229a
Tmem27
Tmem38b
Tmigd1
Tmigd3
Tmprss9
Tmsb10
Tnfaip2
Tnfaip8
Tnfrsf25
Top2a
Tpbg
Tph1
Tppp3
Tpsg1
Treh
Trib2
Trim10
Trim46
Trp53inp2
Trpa1
Trpm5
Trrap
Tslp
Tspan1
Tspan13
Tspan6
Tspyl4
Ttc27
Ttr
Ttyh1
Tuba1a
Tuba1b
Tubb3
Tubb4b
Tubb5
Tubb6
Tube1
Txndc5
Tyms
Tyrobp
U90926
Ubd
Ube2c
Uchl1
Ucn3
Ugt2a3
Ugt2b5
Unc13d
Unc80
Upb1
Upk1a
Upp1
Uqcrb
Usp18
Vav1
Vcam1
Vim
Vnn1
Vpreb3
Vsig8
Vwa5b2
Wbscr25
Wdr60
Wdsub1
Wfdc10
Wfdc18
Wfdc2
Wscd1
X1110032F04Rik
X1190002F15Rik
X1700011H14Rik
X1700011I03Rik
X1700013F07Rik
X1700028I16Rik
X1700040D17Rik
X1700060C20Rik
X1700065O20Rik
X1700086L19Rik
X1700105P06Rik
X1810046K07Rik
X1810065E05Rik
X2010106E10Rik
X2010109I03Rik
X2200002D01Rik
X2210019I11Rik
X2210407C18Rik
X2700033N17Rik
X2810417H13Rik
X3110079O15Rik
X4921507P07Rik
X4930408O17Rik
X4932438H23Rik
X5330417C22Rik
X5830473C10Rik
X6430573P05Rik
X8430432A02Rik
X9330104G04Rik
X9330161L09Rik
X9430015G10Rik
X9530034E10Rik
Xpnpep2
Zar1
Zbp1
Zbtb37
Zc2hc1c
Zc4h2
Zcchc12
Zfp286os
Zfp30
Zfp385a
Zfp458
Zfp493
Zfp651
Zfp784
Zfp869
Zfp872
Zfp960
Zg16
Zkscan7
Zscan29
